"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"CD_PLEITO";"SG_UF";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"NR_URNA_ESPERADA";"CD_CARGA_URNA_ESPERADA";"CD_FLASHCARD_URNA_ESPERADA";"DT_CARGA_URNA_ESPERADA";"ST_CORRESP_ALTERADA";"NM_MAQUINA_GERACAO_MIDIA";"NR_SRI_TPM_GERACAO_MIDIA";"NR_SRI_INSTAL_GERACAO_MIDIA";"NM_MAQUINA_TRANSM_CORRESP";"NR_SRI_TPM_TRANSM_CORRESP";"NR_SRI_INSTAL_TRANSM_CORRESP"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2045325;913890918698981553730383;"E7DEF5B6";"2024-09-29 12:00:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2046127;550254556342839368191955;"5686F86B";"2024-09-29 12:03:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2048146;843183842355122761841053;"B14E298A";"2024-09-29 12:03:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2045094;863385862891142514180674;"17CC704C";"2024-09-29 12:03:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2044865;600759602549885733503689;"B8903CCA";"2024-09-29 12:03:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2101338;661365662602084102357517;"4E62192C";"2024-09-29 12:05:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2045095;24901025373445777936395;"91C7D351";"2024-09-29 12:05:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2045163;408739404747828676944133;"E7DEF5B6";"2024-09-29 12:05:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2046859;742173748267161800077188;"1225EA90";"2024-09-29 12:05:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2046505;691668696558322791923648;"B8903CCA";"2024-09-29 12:08:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2047061;863385868617285897148572;"86D4F0A1";"2024-09-29 12:05:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2043928;742173742079376454928689;"17CC704C";"2024-09-29 12:08:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
"06/10/2024";"14:06:53";2024;452;"AC";"01392";"RIO BRANCO";9;2046217;964395960067597473516387;"B14E298A";"2024-09-29 12:08:00";"N";"RACWCSC02";"5B0ADB634458B3A6B880";"464188B5";"RACWCSC04";"42A7AABC1355877D4F78";"4AB80843"
